sampling_type,flag_country,year,trip_code,harbour,n_sets_hauls,days_at_sea,sampling_method,aggregation_level,station_number,duration_fishing_operation,initial_latitude,initial_longitude,final_latitude,final_longitude,depth_fishing_operation,water_depth,catch_registration,species_registration,date,area,fishing_activity_category_national,fishing_activity_category_eu_l6,species,catch_category,weight,subsample_weight,sex,maturity_method,maturity_scale,maturity_stage,ageing_method,age,length_code,length_class,number_at_length,commercial_size_category_scale,commercial_size_category,fish_id,individual_weight
S,ITA,2020,25707,ITMFR,3,1,SelfSampling,T,999,11,0,0,0,0,61,0,Lan,All,2020-09-23,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14700,2450,N,Macr,Medits scales,0,OWR,0,scm,215,1,ITA,LII,6019408,0
S,ITA,2020,25707,ITMFR,3,1,SelfSampling,T,999,11,0,0,0,0,61,0,Lan,All,2020-09-23,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14700,2450,N,Macr,Medits scales,0,OWR,0,scm,205,1,ITA,LII,6019400,0
S,ITA,2020,25707,ITMFR,3,1,SelfSampling,T,999,11,0,0,0,0,61,0,Lan,All,2020-09-23,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14700,2450,N,Macr,Medits scales,0,OWR,0,scm,200,1,ITA,LII,6019401,0
S,ITA,2020,25707,ITMFR,3,1,SelfSampling,T,999,11,0,0,0,0,61,0,Lan,All,2020-09-23,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14700,2450,N,Macr,Medits scales,0,OWR,0,scm,210,1,ITA,LII,6019402,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,M,Macr,Medits scales,2c,OWR,0,scm,305,1,ITA,LI,6020815,2143
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2b,OWR,0,scm,360,1,ITA,LI,6020816,359
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2b,OWR,0,scm,335,1,ITA,LI,6020817,306
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2a,OWR,0,scm,330,1,ITA,LI,6020814,2977
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,M,Macr,Medits scales,2c,OWR,0,scm,280,1,ITA,LI,6020827,1524
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2a,OWR,0,scm,285,1,ITA,LI,6020828,1947
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2a,OWR,0,scm,285,1,ITA,LI,6020829,1895
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2a,OWR,0,scm,285,1,ITA,LI,6020830,2111
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2b,OWR,0,scm,350,1,ITA,LI,6020818,344
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2c,OWR,0,scm,305,1,ITA,LI,6020819,2536
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2a,OWR,25,scm,310,1,ITA,LI,6020820,2636
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2c,OWR,0,scm,330,1,ITA,LI,6020821,294
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,M,Macr,Medits scales,2c,OWR,0,scm,245,1,ITA,LI,6020822,1121
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,1,OWR,0,scm,250,1,ITA,LI,6020823,1165
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,1,OWR,0,scm,255,1,ITA,LI,6020824,1318
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,1,OWR,3,scm,260,1,ITA,LI,6020825,1268
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,1,OWR,25,scm,270,1,ITA,LI,6020826,1408
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2b,OWR,35,scm,395,1,ITA,LI,6020811,4595
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2c,OWR,4,scm,370,1,ITA,LI,6020812,4466
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2c,OWR,0,scm,365,1,ITA,LI,6020813,4307
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2a,OWR,0,scm,300,1,ITA,LI,6020834,2214
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,2c,OWR,0,scm,295,1,ITA,LI,6020831,1898
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,1,OWR,0,scm,295,1,ITA,LI,6020832,2047
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,11680,5840,F,Macr,Medits scales,3,OWR,0,scm,295,1,ITA,LI,6020833,183
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,2a,OWR,0,scm,180,1,ITA,LII,6020843,411
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,F,Macr,Medits scales,1,OWR,0,scm,155,1,ITA,LII,6020835,269
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,1,OWR,1,scm,160,1,ITA,LII,6020836,285
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,1,OWR,0,scm,170,1,ITA,LII,6020837,368
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,2a,OWR,0,scm,170,1,ITA,LII,6020838,401
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,F,Macr,Medits scales,1,OWR,1,scm,170,1,ITA,LII,6020839,339
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,F,Macr,Medits scales,1,OWR,0,scm,175,1,ITA,LII,6020840,372
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,2a,OWR,0,scm,175,1,ITA,LII,6020841,401
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,2a,OWR,0,scm,175,1,ITA,LII,6020842,351
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,3,OWR,0,scm,200,1,ITA,LII,6020856,581
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,2c,OWR,0,scm,205,1,ITA,LII,6020857,626
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,F,Macr,Medits scales,1,OWR,2,scm,210,1,ITA,LII,6020858,655
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,F,Macr,Medits scales,1,OWR,2,scm,220,1,ITA,LII,6020859,695
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,205,1,ITA,LII,6020860,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,200,1,ITA,LII,6020861,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,195,1,ITA,LII,6020862,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,195,1,ITA,LII,6020863,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,195,1,ITA,LII,6020864,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,195,1,ITA,LII,6020865,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,195,1,ITA,LII,6020866,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,190,1,ITA,LII,6020867,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,190,1,ITA,LII,6020868,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,190,1,ITA,LII,6020869,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,190,1,ITA,LII,6020870,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,185,1,ITA,LII,6020871,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,185,1,ITA,LII,6020872,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,185,1,ITA,LII,6020873,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,185,1,ITA,LII,6020874,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,185,1,ITA,LII,6020875,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,180,1,ITA,LII,6020876,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,180,1,ITA,LII,6020877,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,180,1,ITA,LII,6020878,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,180,1,ITA,LII,6020879,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,180,1,ITA,LII,6020880,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,170,1,ITA,LII,6020881,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,170,1,ITA,LII,6020882,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,N,Macr,Medits scales,0,OWR,0,scm,170,1,ITA,LII,6020883,0
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,2a,OWR,0,scm,180,1,ITA,LII,6020844,463
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,F,Macr,Medits scales,1,OWR,0,scm,180,1,ITA,LII,6020845,402
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,F,Macr,Medits scales,1,OWR,0,scm,185,1,ITA,LII,6020846,509
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,2a,OWR,0,scm,185,1,ITA,LII,6020847,459
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,2a,OWR,0,scm,185,1,ITA,LII,6020848,424
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,2c,OWR,0,scm,190,1,ITA,LII,6020849,473
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,F,Macr,Medits scales,1,OWR,0,scm,190,1,ITA,LII,6020850,506
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,F,Macr,Medits scales,1,OWR,0,scm,190,1,ITA,LII,6020851,481
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,F,Macr,Medits scales,1,OWR,0,scm,195,1,ITA,LII,6020852,474
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,F,Macr,Medits scales,1,OWR,0,scm,195,1,ITA,LII,6020853,506
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,2c,OWR,0,scm,195,1,ITA,LII,6020854,504
S,ITA,2020,25713,ITMFR,4,1,SelfSampling,T,999,8,0,0,0,0,117,0,Lan,All,2020-08-21,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,9080,2270,M,Macr,Medits scales,2b,OWR,15,scm,200,1,ITA,LII,6020855,549
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,F,Macr,Medits scales,2c,OWR,25,scm,355,1,ITA,LI,6022908,3508
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,F,Macr,Medits scales,2c,OWR,3,scm,350,1,ITA,LI,6022909,3395
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,F,Macr,Medits scales,2a,OWR,2,scm,325,1,ITA,LI,6022910,2544
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,F,Macr,Medits scales,2a,OWR,2,scm,315,1,ITA,LI,6022911,2326
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,F,Macr,Medits scales,2a,OWR,25,scm,310,1,ITA,LI,6022912,2396
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,F,Macr,Medits scales,2a,OWR,3,scm,300,1,ITA,LI,6022913,1998
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,F,Macr,Medits scales,2a,OWR,2,scm,290,1,ITA,LI,6022914,1872
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,M,Macr,Medits scales,3,OWR,3,scm,280,1,ITA,LI,6022915,1488
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,F,Macr,Medits scales,1,OWR,2,scm,260,1,ITA,LI,6022916,134
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,F,Macr,Medits scales,1,OWR,25,scm,245,1,ITA,LI,6022917,971
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,F,Macr,Medits scales,1,OWR,2,scm,240,1,ITA,LI,6022918,1031
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,F,Macr,Medits scales,1,OWR,15,scm,230,1,ITA,LI,6022919,847
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,M,Macr,Medits scales,2b,OWR,2,scm,220,1,ITA,LI,6022920,766
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,M,Macr,Medits scales,2c,OWR,25,scm,270,1,ITA,LI,6022921,1349
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,F,Macr,Medits scales,1,OWR,2,scm,250,1,ITA,LI,6022922,1007
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,N,Macr,Medits scales,0,OWR,0,scm,230,1,ITA,LI,6022923,0
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,N,Macr,Medits scales,0,OWR,0,scm,270,1,ITA,LI,6022924,0
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,N,Macr,Medits scales,0,OWR,0,scm,220,1,ITA,LI,6022925,0
S,ITA,2020,25714,ITMFR,2,1,SelfSampling,T,999,8,0,0,0,0,86,0,Lan,All,2020-10-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,14600,7300,N,Macr,Medits scales,0,OWR,0,scm,240,1,ITA,LI,6022926,0
